schema_version,candidate_id,category,bound_anchor_id,parent_candidate_ids,source_observation_ids,observed_stages,last_survived_stage,evidence_by_stage,terminal_status,terminal_stage,terminal_reason,terminal_evidence
scnav_count_waterfall_v1,obj_h0007,chair,3,"[""memory-6""]","[""canonical-ea1a31c41c81214f48f0e1f4"",""panorama@1785259707.696271896:328b33232c27c08c:767c608dbc4630122462037b""]","[""physical_hypotheses"",""confirmed_hypotheses""]",confirmed_hypotheses,"{""confirmed_hypotheses"":{""confirmation_mode"":""multiview_confirmed"",""reasons"":[""independent_multiview_confirmation""]},""physical_hypotheses"":{""confirmation_mode"":""multiview_confirmed"",""confirmation_profile"":""general"",""p_class"":0.4338743777112142,""p_exist"":0.8149656116176579}}",eliminated,relation_true_hypotheses,relation_unknown,"{""relation_evidence"":[{""evidence_mass"":0.0,""independent_view_count"":0,""negative_mass"":0.0,""observability"":0.0,""positive_mass"":0.0,""posterior"":0.0,""relation_type"":""on"",""state"":""unknown""}]}"
scnav_count_waterfall_v1,obj_h0008,chair,3,"[""memory-7""]","[""panorama@1785259707.696271896:328b33232c27c08c:02240b28377b67e8e3d5b909""]","[""physical_hypotheses""]",physical_hypotheses,"{""physical_hypotheses"":{""confirmation_mode"":""rejected"",""confirmation_profile"":""general"",""p_class"":0.5661351084709167,""p_exist"":0.2781798631060537}}",eliminated,confirmed_hypotheses,physical_hypothesis_rejected,"{""confirmation_mode"":""rejected"",""reasons"":[""existence_or_category_rejected""]}"
scnav_count_waterfall_v1,obj_h0009,chair,3,"[""memory-8""]","[""panorama@1785259707.696271896:328b33232c27c08c:43e88d3d68dcc9cd1e998ea5""]","[""physical_hypotheses""]",physical_hypotheses,"{""physical_hypotheses"":{""confirmation_mode"":""rejected"",""confirmation_profile"":""general"",""p_class"":0.20063282549381256,""p_exist"":0.5286965506536199}}",eliminated,confirmed_hypotheses,physical_hypothesis_rejected,"{""confirmation_mode"":""rejected"",""reasons"":[""existence_or_category_rejected""]}"
scnav_count_waterfall_v1,obj_h0010,chair,3,"[""memory-9""]","[""panorama@1785259707.696271896:328b33232c27c08c:48c09d5007f846aaf376116a""]","[""physical_hypotheses""]",physical_hypotheses,"{""physical_hypotheses"":{""confirmation_mode"":""provisional"",""confirmation_profile"":""general"",""p_class"":0.5179432034492493,""p_exist"":0.3751078788060851}}",eliminated,confirmed_hypotheses,provisional_only,"{""confirmation_mode"":""provisional"",""reasons"":[""insufficient_category_aware_confirmation_evidence""]}"
scnav_count_waterfall_v1,proposal-000a6244dac54a9e9323ae6bc8d3f142,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y03""},""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.0797363,0.5098958,0.1592773,0.6729167],""confidence"":0.46875,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-000a6244dac54a9e9323ae6bc8d3f142"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.0797363,0.5098958,0.1592773,0.6729167],""box_iou"":0.8807488,""confidence"":0.46875,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-000a6244dac54a9e9323ae6bc8d3f142"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.0797363,0.5098958,0.1592773,0.6729167],""confidence"":0.46875,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-000a6244dac54a9e9323ae6bc8d3f142"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.0797363,0.5098958,0.1592773,0.6729167],""box_iou"":0.8807488,""confidence"":0.46875,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-000a6244dac54a9e9323ae6bc8d3f142"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-01434213a93d428181e773dd2270adf8,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.5398437,0.5078125,0.5964844,0.640625],""confidence"":0.10821533203125,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-01434213a93d428181e773dd2270adf8"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.5398437,0.5078125,0.5964844,0.640625],""box_iou"":0.8258719,""confidence"":0.10821533203125,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-01434213a93d428181e773dd2270adf8"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.5398437,0.5078125,0.5964844,0.640625],""confidence"":0.10821533203125,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-01434213a93d428181e773dd2270adf8"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.5398437,0.5078125,0.5964844,0.640625],""box_iou"":0.8258719,""confidence"":0.10821533203125,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-01434213a93d428181e773dd2270adf8"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-05490dbeab6c459c944e780439021508,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.5386573,0.5035753,0.5876284,0.6193017],""confidence"":0.2927021086215973,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-05490dbeab6c459c944e780439021508"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.5386573,0.5035753,0.5876284,0.6193017],""box_iou"":0.6818474,""confidence"":0.2927021086215973,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-05490dbeab6c459c944e780439021508"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.5386573,0.5035753,0.5876284,0.6193017],""confidence"":0.2927021086215973,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-05490dbeab6c459c944e780439021508"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.5386573,0.5035753,0.5876284,0.6193017],""box_iou"":0.6818474,""confidence"":0.2927021086215973,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-05490dbeab6c459c944e780439021508"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-066f3e6724f24bc78655029f2b83f499,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y02:3:17b518e5af868079979a"",""mask_quality"":0.6423549627465724},""raw_local_proposals"":{""context"":{""observation_id"":""obs-773a6ee862ea0d695745cab7"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.4004043,0.4975965,0.44871,0.6431421],""confidence"":0.5179432034492493,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-066f3e6724f24bc78655029f2b83f499"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-9""],""observation_ids"":[""canonical-38645f44f6417a4943f69ade"",""obs-44c39445837e922e1f51a879"",""obs-773a6ee862ea0d695745cab7""]}"
scnav_count_waterfall_v1,proposal-0a56ec1a0c0041179dac26b8465eefa4,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y04""},""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.0,0.4734375,0.3748047,1.0],""confidence"":0.74755859375,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-0a56ec1a0c0041179dac26b8465eefa4"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-10f9ae92255c4153add1f99e17bd4206,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y02:9:ccf66e1eb3c7026847a8"",""mask_quality"":0.6262097973592432},""raw_local_proposals"":{""context"":{""observation_id"":""obs-889b3218a09fe161b0809b41"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.3355453,0.5028721,0.3895861,0.6561602],""confidence"":0.5165873169898987,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-10f9ae92255c4153add1f99e17bd4206"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-17""],""observation_ids"":[""canonical-6d9ff046b79e452f52aaf66e"",""obs-0b371f93a8ed73ab8059ff47"",""obs-889b3218a09fe161b0809b41""]}"
scnav_count_waterfall_v1,proposal-14827cddc7ab4c62ad2967b87ce74eab,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y02:16:7db6b95331bd6aefe1ab"",""mask_quality"":0.3640844957720065},""raw_local_proposals"":{""context"":{""observation_id"":""obs-01586f4b863ce083ff2dd0af"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.322471,0.4771839,0.36915,0.6241391],""confidence"":0.512073278427124,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-14827cddc7ab4c62ad2967b87ce74eab"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-15""],""observation_ids"":[""canonical-8f467189c65fc966c52a0bdb"",""obs-01586f4b863ce083ff2dd0af""]}"
scnav_count_waterfall_v1,proposal-148d5276beec420b8c4df71c7d668eb7,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":""obs-37922bfc6e909e31441d541c"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y03""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.2948212,0.4473736,0.6125639,0.9721123],""confidence"":0.22421854734420776,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-148d5276beec420b8c4df71c7d668eb7"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.2948212,0.4473736,0.6125639,0.9721123],""box_iou"":0.6766215,""confidence"":0.22421854734420776,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-148d5276beec420b8c4df71c7d668eb7"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.2948212,0.4473736,0.6125639,0.9721123],""confidence"":0.22421854734420776,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-148d5276beec420b8c4df71c7d668eb7"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.2948212,0.4473736,0.6125639,0.9721123],""box_iou"":0.6766215,""confidence"":0.22421854734420776,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-148d5276beec420b8c4df71c7d668eb7"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-18e45e8b1f8b455db06df10d73b11614,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y00""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.0,0.6758431,0.0195429,0.9962353],""confidence"":0.21837998926639557,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-18e45e8b1f8b455db06df10d73b11614"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-1a9647db2afe42d69df93585f459af70,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":""obs-c80d937b71ced37c91b42425"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.2621993,0.5047278,0.3149755,0.6343732],""confidence"":0.26496896147727966,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-1a9647db2afe42d69df93585f459af70"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.2621993,0.5047278,0.3149755,0.6343732],""box_iou"":0.6629083,""confidence"":0.26496896147727966,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-1a9647db2afe42d69df93585f459af70"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.2621993,0.5047278,0.3149755,0.6343732],""confidence"":0.26496896147727966,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-1a9647db2afe42d69df93585f459af70"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.2621993,0.5047278,0.3149755,0.6343732],""box_iou"":0.6629083,""confidence"":0.26496896147727966,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-1a9647db2afe42d69df93585f459af70"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-1ff70b822b2e4e34bc60d7938c043265,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y04""},""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.496875,0.4619792,0.6542969,0.7729167],""confidence"":0.947265625,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-1ff70b822b2e4e34bc60d7938c043265"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.496875,0.4619792,0.6542969,0.7729167],""box_iou"":0.9686065,""confidence"":0.947265625,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-1ff70b822b2e4e34bc60d7938c043265"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.496875,0.4619792,0.6542969,0.7729167],""confidence"":0.947265625,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-1ff70b822b2e4e34bc60d7938c043265"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.496875,0.4619792,0.6542969,0.7729167],""box_iou"":0.9686065,""confidence"":0.947265625,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-1ff70b822b2e4e34bc60d7938c043265"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-20aefad1d2f24e0181ece6e1ad93affa,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.4276901,0.5065599,0.4777875,0.6485942],""confidence"":0.5486723780632019,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-20aefad1d2f24e0181ece6e1ad93affa"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,insufficient_cluster_support,"{""provisional_reason"":""insufficient_cluster_support""}"
scnav_count_waterfall_v1,proposal-296c3f574e34490ca2576ea489c20a08,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y03""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.2925408,0.4787056,0.7953937,0.9997665],""confidence"":0.20737765729427338,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-296c3f574e34490ca2576ea489c20a08"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
